username,tweet_date,text,hashtags
mihirpantawane,2021-05-05 20:23:52,"Third Wave of #COVID19 in India
#Bihar #Patna #Nashik #Nagpur #Delhi

Available in 2-3days #Verified

Oxygen Cylinders
Ventilators
ICUs equipments in Hospitals
Oxygen Concentrators Machine
Oxygen Beds

9472232389 @Saurrabhinc
9028266021 @nargunduandhra
8169230209 @WaghGTSLgroup","[{'text': 'COVID19', 'indices': [34, 42]}, {'text': 'Bihar', 'indices': [52, 58]}, {'text': 'Patna', 'indices': [59, 65]}, {'text': 'Nashik', 'indices': [66, 73]}, {'text': 'Nagpur', 'indices': [74, 81]}, {'text': 'Delhi', 'indices': [82, 88]}, {'text': 'Verified', 'indices': [111, 120]}]"
nashik_feed,2021-05-05 20:22:24,"#COVID19 #Verified
#Bihar #Patna #Nashik #Nagpur #Delhi

Available in 2-3days

Oxygen Cylinders
Ventilators
ICUs equipments in Hospitals
Oxygen Concentrators Machine
Oxygen Beds

9472232389 @Saurrabhinc
9028266021 @nargunduandhra
8169230209 @WaghGTSLgroup","[{'text': 'COVID19', 'indices': [16, 24]}, {'text': 'Verified', 'indices': [25, 34]}, {'text': 'Bihar', 'indices': [35, 41]}, {'text': 'Patna', 'indices': [42, 48]}, {'text': 'Nashik', 'indices': [49, 56]}, {'text': 'Nagpur', 'indices': [57, 64]}, {'text': 'Delhi', 'indices': [65, 71]}]"
nashik_feed,2021-05-05 20:22:15,"Third Wave of #COVID19 in India
#Bihar #Patna #Nashik #Nagpur #Delhi

Available in 2-3days #Verified

Oxygen Cylinders
Ventilators
ICUs equipments in Hospitals
Oxygen Concentrators Machine
Oxygen Beds

9472232389 @Saurrabhinc
9028266021 @nargunduandhra
8169230209 @WaghGTSLgroup","[{'text': 'COVID19', 'indices': [34, 42]}, {'text': 'Bihar', 'indices': [52, 58]}, {'text': 'Patna', 'indices': [59, 65]}, {'text': 'Nashik', 'indices': [66, 73]}, {'text': 'Nagpur', 'indices': [74, 81]}, {'text': 'Delhi', 'indices': [82, 88]}, {'text': 'Verified', 'indices': [111, 120]}]"
biharcovidbot,2021-05-05 20:18:40,"#COVID19 #Verified
#Bihar #Patna #Nashik #Nagpur #Delhi

Available in 2-3days

Oxygen Cylinders
Ventilators
ICUs equipments in Hospitals
Oxygen Concentrators Machine
Oxygen Beds

9472232389 @Saurrabhinc
9028266021 @nargunduandhra
8169230209 @WaghGTSLgroup","[{'text': 'COVID19', 'indices': [16, 24]}, {'text': 'Verified', 'indices': [25, 34]}, {'text': 'Bihar', 'indices': [35, 41]}, {'text': 'Patna', 'indices': [42, 48]}, {'text': 'Nashik', 'indices': [49, 56]}, {'text': 'Nagpur', 'indices': [57, 64]}, {'text': 'Delhi', 'indices': [65, 71]}]"
CVDResourcesBot,2021-05-05 20:18:40,"#COVID19 #Verified
#Bihar #Patna #Nashik #Nagpur #Delhi

Available in 2-3days

Oxygen Cylinders
Ventilators
ICUs equipments in Hospitals
Oxygen Concentrators Machine
Oxygen Beds

9472232389 @Saurrabhinc
9028266021 @nargunduandhra
8169230209 @WaghGTSLgroup","[{'text': 'COVID19', 'indices': [16, 24]}, {'text': 'Verified', 'indices': [25, 34]}, {'text': 'Bihar', 'indices': [35, 41]}, {'text': 'Patna', 'indices': [42, 48]}, {'text': 'Nashik', 'indices': [49, 56]}, {'text': 'Nagpur', 'indices': [57, 64]}, {'text': 'Delhi', 'indices': [65, 71]}]"
PUBLICAppz,2021-05-05 20:18:35,"#COVID19 #Verified
#Bihar #Patna #Nashik #Nagpur #Delhi

Available in 2-3days

Oxygen Cylinders
Ventilators
ICUs equipments in Hospitals
Oxygen Concentrators Machine
Oxygen Beds

9472232389 @Saurrabhinc
9028266021 @nargunduandhra
8169230209 @WaghGTSLgroup","[{'text': 'COVID19', 'indices': [0, 8]}, {'text': 'Verified', 'indices': [9, 18]}, {'text': 'Bihar', 'indices': [19, 25]}, {'text': 'Patna', 'indices': [26, 32]}, {'text': 'Nashik', 'indices': [33, 40]}, {'text': 'Nagpur', 'indices': [41, 48]}, {'text': 'Delhi', 'indices': [49, 55]}]"
PUBLICAppz,2021-05-05 20:17:00,"Third Wave of #COVID19 in India
#Bihar #Patna #Nashik #Nagpur #Delhi

Available in 2-3days #Verified

Oxygen Cylinders
Ventilators
ICUs equipments in Hospitals
Oxygen Concentrators Machine
Oxygen Beds

9472232389 @Saurrabhinc
9028266021 @nargunduandhra
8169230209 @WaghGTSLgroup","[{'text': 'COVID19', 'indices': [34, 42]}, {'text': 'Bihar', 'indices': [52, 58]}, {'text': 'Patna', 'indices': [59, 65]}, {'text': 'Nashik', 'indices': [66, 73]}, {'text': 'Nagpur', 'indices': [74, 81]}, {'text': 'Delhi', 'indices': [82, 88]}, {'text': 'Verified', 'indices': [111, 120]}]"
ZenDesign10,2021-05-05 20:05:46,"Third Wave of #COVID19 in India
#Bihar #Patna #Nashik #Nagpur #Delhi

Available in 2-3days #Verified

Oxygen Cylinders
Ventilators
ICUs equipments in Hospitals
Oxygen Concentrators Machine
Oxygen Beds

9472232389 @Saurrabhinc
9028266021 @nargunduandhra
8169230209 @WaghGTSLgroup","[{'text': 'COVID19', 'indices': [34, 42]}, {'text': 'Bihar', 'indices': [52, 58]}, {'text': 'Patna', 'indices': [59, 65]}, {'text': 'Nashik', 'indices': [66, 73]}, {'text': 'Nagpur', 'indices': [74, 81]}, {'text': 'Delhi', 'indices': [82, 88]}, {'text': 'Verified', 'indices': [111, 120]}]"
Ajaykumar00009,2021-05-05 20:04:25,"Third Wave of #COVID19 in India
#Bihar #Patna #Nashik #Nagpur #Delhi

Available in 2-3days #Verified

Oxygen Cylinders
Ventilators
ICUs equipments in Hospitals
Oxygen Concentrators Machine
Oxygen Beds

9472232389 @Saurrabhinc
9028266021 @nargunduandhra
8169230209 @WaghGTSLgroup","[{'text': 'COVID19', 'indices': [34, 42]}, {'text': 'Bihar', 'indices': [52, 58]}, {'text': 'Patna', 'indices': [59, 65]}, {'text': 'Nashik', 'indices': [66, 73]}, {'text': 'Nagpur', 'indices': [74, 81]}, {'text': 'Delhi', 'indices': [82, 88]}, {'text': 'Verified', 'indices': [111, 120]}]"
TheJibrailKhan,2021-05-05 20:02:47,"Third Wave of #COVID19 in India
#Bihar #Patna #Nashik #Nagpur #Delhi

Available in 2-3days #Verified

Oxygen Cylinders
Ventilators
ICUs equipments in Hospitals
Oxygen Concentrators Machine
Oxygen Beds

9472232389 @Saurrabhinc
9028266021 @nargunduandhra
8169230209 @WaghGTSLgroup","[{'text': 'COVID19', 'indices': [34, 42]}, {'text': 'Bihar', 'indices': [52, 58]}, {'text': 'Patna', 'indices': [59, 65]}, {'text': 'Nashik', 'indices': [66, 73]}, {'text': 'Nagpur', 'indices': [74, 81]}, {'text': 'Delhi', 'indices': [82, 88]}, {'text': 'Verified', 'indices': [111, 120]}]"
WaghGTSLgroup,2021-05-05 20:02:45,"Third Wave of #COVID19 in India
#Bihar #Patna #Nashik #Nagpur #Delhi

Available in 2-3days #Verified

Oxygen Cylinders
Ventilators
ICUs equipments in Hospitals
Oxygen Concentrators Machine
Oxygen Beds

9472232389 @Saurrabhinc
9028266021 @nargunduandhra
8169230209 @WaghGTSLgroup","[{'text': 'COVID19', 'indices': [34, 42]}, {'text': 'Bihar', 'indices': [52, 58]}, {'text': 'Patna', 'indices': [59, 65]}, {'text': 'Nashik', 'indices': [66, 73]}, {'text': 'Nagpur', 'indices': [74, 81]}, {'text': 'Delhi', 'indices': [82, 88]}, {'text': 'Verified', 'indices': [111, 120]}]"
biharcovidbot,2021-05-05 20:01:31,"Third Wave of #COVID19 in India
#Bihar #Patna #Nashik #Nagpur #Delhi

Available in 2-3days #Verified

Oxygen Cylinders
Ventilators
ICUs equipments in Hospitals
Oxygen Concentrators Machine
Oxygen Beds

9472232389 @Saurrabhinc
9028266021 @nargunduandhra
8169230209 @WaghGTSLgroup","[{'text': 'COVID19', 'indices': [34, 42]}, {'text': 'Bihar', 'indices': [52, 58]}, {'text': 'Patna', 'indices': [59, 65]}, {'text': 'Nashik', 'indices': [66, 73]}, {'text': 'Nagpur', 'indices': [74, 81]}, {'text': 'Delhi', 'indices': [82, 88]}, {'text': 'Verified', 'indices': [111, 120]}]"
CVDResourcesBot,2021-05-05 19:59:12,"Third Wave of #COVID19 in India
#Bihar #Patna #Nashik #Nagpur #Delhi

Available in 2-3days #Verified

Oxygen Cylinders
Ventilators
ICUs equipments in Hospitals
Oxygen Concentrators Machine
Oxygen Beds

9472232389 @Saurrabhinc
9028266021 @nargunduandhra
8169230209 @WaghGTSLgroup","[{'text': 'COVID19', 'indices': [34, 42]}, {'text': 'Bihar', 'indices': [52, 58]}, {'text': 'Patna', 'indices': [59, 65]}, {'text': 'Nashik', 'indices': [66, 73]}, {'text': 'Nagpur', 'indices': [74, 81]}, {'text': 'Delhi', 'indices': [82, 88]}, {'text': 'Verified', 'indices': [111, 120]}]"
nargunduandhra,2021-05-05 19:59:07,"Third Wave of #COVID19 in India
#Bihar #Patna #Nashik #Nagpur #Delhi

Available in 2-3days #Verified

Oxygen Cylinders
Ventilators
ICUs equipments in Hospitals
Oxygen Concentrators Machine
Oxygen Beds

9472232389 @Saurrabhinc
9028266021 @nargunduandhra
8169230209 @WaghGTSLgroup","[{'text': 'COVID19', 'indices': [14, 22]}, {'text': 'Bihar', 'indices': [32, 38]}, {'text': 'Patna', 'indices': [39, 45]}, {'text': 'Nashik', 'indices': [46, 53]}, {'text': 'Nagpur', 'indices': [54, 61]}, {'text': 'Delhi', 'indices': [62, 68]}, {'text': 'Verified', 'indices': [91, 100]}]"
MahaCovid_,2021-05-05 11:50:21,"@MahaCovid_ @verified Need urgent  plasma donor  O Positive and Remedesivir Injection for patient at Nashik.
Do we get any help?
#maha Covid
#mahacovid 
#SOSNashik
#SOSNasik

Contact # Prakash 9730977007",[]
MahaCovid_,2021-05-05 11:50:19,"@MahaCovid_ @verified Need urgent  plasma donor  O Positive and Remedesivir Injection for patient at Nashik.
Do we get any help?
#maha Covid
#mahacovid 

Contact # Prakash 9730977007",[]
bloodreqbot,2021-05-05 09:00:15,"@MahaCovid_ @verified Need urgent  plasma donor  O Positive and Remedesivir Injection for patient at Nashik.
Do we get any help?
#maha Covid
#mahacovid 

Contact # Prakash 9730977007",[]
ambekar_ambekar,2021-05-05 08:57:12,"@MahaCovid_ @verified Need urgent  plasma donor  O Positive and Remedesivir Injection for patient at Nashik.
Do we get any help?
#maha Covid
#mahacovid 
#SOSNashik
#SOSNasik

Contact # Prakash 9730977007","[{'text': 'maha', 'indices': [129, 134]}, {'text': 'mahacovid', 'indices': [141, 151]}, {'text': 'SOSNashik', 'indices': [153, 163]}, {'text': 'SOSNasik', 'indices': [164, 173]}]"
ambekar_ambekar,2021-05-05 08:56:13,"@MahaCovid_ @verified Need urgent  plasma donor  O Positive and Remedesivir Injection for patient at Nashik.
Do we get any help?
#maha Covid
#mahacovid 

Contact # Prakash 9730977007","[{'text': 'maha', 'indices': [129, 134]}, {'text': 'mahacovid', 'indices': [141, 151]}]"
CVDResourcesBot,2021-05-05 05:30:03,"Verified at 5:29pm on 4/05/21
Oxygen Refilling Available in Nashik Maharashtra 
 
 Yash Udyog 
 Contact Number: 9922089271
 arrange cylinder by yourself

Subject to Availability depends on demand

#COVIDEmergencyIndia 
Rt 🔁",[]
Its_me_nikkki,2021-05-05 05:29:58,"Verified at 5:29pm on 4/05/21
Oxygen Refilling Available in Nashik Maharashtra 
 
 Yash Udyog 
 Contact Number: 9922089271
 arrange cylinder by yourself

Subject to Availability depends on demand

#COVIDEmergencyIndia 
Rt 🔁",[]
irfankhan_027,2021-05-04 18:35:49,"Verified at 5:29pm on 4/05/21
#Oxygen #refilling Available in #Nashik Maharashtra 
 
 Yash Udyog 
 Contact Number: 9922089271
 arrange cylinder by yourself","[{'text': 'Oxygen', 'indices': [47, 54]}, {'text': 'refilling', 'indices': [55, 65]}, {'text': 'Nashik', 'indices': [79, 86]}]"
nashik_feed,2021-05-04 17:22:30,"Verified at 5:29pm on 4/05/21
Oxygen Refilling Available in Nashik Maharashtra 
 
 Yash Udyog 
 Contact Number: 9922089271
 arrange cylinder by yourself

#IndiaFightsCorona

https://t.co/kJpJZImdE7

https://t.co/DB9Vv5onwg",[]
CVDResourcesBot,2021-05-04 17:06:08,"Verified at 5:29pm on 4/05/21
Oxygen Refilling Available in Nashik Maharashtra 
 
 Yash Udyog 
 Contact Number: 9922089271
 arrange cylinder by yourself

#IndiaFightsCorona

https://t.co/kJpJZImdE7

https://t.co/DB9Vv5onwg",[]
gaikwadpankaj_,2021-05-04 17:06:03,"Verified at 5:29pm on 4/05/21
Oxygen Refilling Available in Nashik Maharashtra 
 
 Yash Udyog 
 Contact Number: 9922089271
 arrange cylinder by yourself

#IndiaFightsCorona

https://t.co/kJpJZImdE7

https://t.co/DB9Vv5onwg","[{'text': 'IndiaFightsCorona', 'indices': [154, 172]}]"
CVDResourcesBot,2021-05-04 17:05:41,"@akaushik1976 Verified at 5:29pm on 4/05/21
Oxygen Refilling Available in Nashik Maharashtra 
 
 Yash Udyog 
 Contact Number: 9922089271
 arrange cylinder by yourself

#IndiaFightsCorona

https://t.co/kJpJZImdE7

https://t.co/DB9Vv5onwg",[]
gaikwadpankaj_,2021-05-04 17:05:36,"@akaushik1976 Verified at 5:29pm on 4/05/21
Oxygen Refilling Available in Nashik Maharashtra 
 
 Yash Udyog 
 Contact Number: 9922089271
 arrange cylinder by yourself

#IndiaFightsCorona

https://t.co/kJpJZImdE7

https://t.co/DB9Vv5onwg","[{'text': 'IndiaFightsCorona', 'indices': [168, 186]}]"
Sunipa0,2021-05-04 15:41:53,"#NashikHelpLine : #Ventilators Beds Leads.
#NashikCovid People living in Nashik can check this portal 4 emergency.
#Nashik save this and check. Pls amplify.

https://t.co/Bx4DlFgY6C

#Verified : 25th April'21
#NashikCityUpdates #SOSNashik #SOScovid19","[{'text': 'NashikHelpLine', 'indices': [17, 32]}, {'text': 'Ventilators', 'indices': [35, 47]}, {'text': 'NashikCovid', 'indices': [60, 72]}, {'text': 'Nashik', 'indices': [132, 139]}]"
SidNaaz_News,2021-05-04 15:41:27,"#NashikHelpLine : #Ventilators Beds Leads.
#NashikCovid People living in Nashik can check this portal 4 emergency.
#Nashik save this and check. Pls amplify.

https://t.co/Bx4DlFgY6C

#Verified : 25th April'21
#NashikCityUpdates #SOSNashik #SOScovid19","[{'text': 'NashikHelpLine', 'indices': [17, 32]}, {'text': 'Ventilators', 'indices': [35, 47]}, {'text': 'NashikCovid', 'indices': [60, 72]}, {'text': 'Nashik', 'indices': [132, 139]}]"
_ChosenOne_27,2021-05-04 14:27:10,"Verified at 5:29pm on 4/05/21
Oxygen Refilling Available in Nashik Maharashtra 
 
 Yash Udyog 
 Contact Number: 9922089271
 arrange cylinder by yourself

#IndiaFightsCorona

https://t.co/IN4pDMU2mf

https://t.co/A1o1ham1c4",[]
CVDResourcesBot,2021-05-04 14:25:14,"Verified at 5:29pm on 4/05/21
Oxygen Refilling Available in Nashik Maharashtra 
 
 Yash Udyog 
 Contact Number: 9922089271
 arrange cylinder by yourself

#IndiaFightsCorona

https://t.co/IN4pDMU2mf

https://t.co/A1o1ham1c4",[]
LunghealthDoc,2021-05-04 14:25:09,"Verified at 5:29pm on 4/05/21
Oxygen Refilling Available in Nashik Maharashtra 
 
 Yash Udyog 
 Contact Number: 9922089271
 arrange cylinder by yourself

#IndiaFightsCorona

https://t.co/IN4pDMU2mf

https://t.co/A1o1ham1c4","[{'text': 'IndiaFightsCorona', 'indices': [154, 172]}]"
CVDResourcesBot,2021-05-04 14:05:02,"Verified at 5:29pm on 4/05/21
#Oxygen #refilling Available in #Nashik Maharashtra 
 
 Yash Udyog 
 Contact Number: 9922089271
 arrange cylinder by yourself","[{'text': 'Oxygen', 'indices': [47, 54]}, {'text': 'refilling', 'indices': [55, 65]}, {'text': 'Nashik', 'indices': [79, 86]}]"
azzu10,2021-05-04 14:04:56,"Verified at 5:29pm on 4/05/21
#Oxygen #refilling Available in #Nashik Maharashtra 
 
 Yash Udyog 
 Contact Number: 9922089271
 arrange cylinder by yourself","[{'text': 'Oxygen', 'indices': [47, 54]}, {'text': 'refilling', 'indices': [55, 65]}, {'text': 'Nashik', 'indices': [79, 86]}]"
surajkashyap22,2021-05-04 13:48:33,"Verified at 5:29pm on 4/05/21
#Oxygen #refilling Available in #Nashik Maharashtra 
 
 Yash Udyog 
 Contact Number: 9922089271
 arrange cylinder by yourself","[{'text': 'Oxygen', 'indices': [47, 54]}, {'text': 'refilling', 'indices': [55, 65]}, {'text': 'Nashik', 'indices': [79, 86]}]"
sparshgupta341,2021-05-04 13:46:26,"Verified at 5:29pm on 4/05/21
#Oxygen Refilling Available in #Nashik Maharashtra 
 
 Yash Udyog 
 Contact Number: 9922089271
 arrange cylinder by yourself

Note - Prefer to add 0/+91  before Contact Number, if number shows invalid.","[{'text': 'Oxygen', 'indices': [30, 37]}, {'text': 'Nashik', 'indices': [61, 68]}]"
NidhiSo06813706,2021-05-04 13:43:19,"Verified at 5:29pm on 4/05/21
#Oxygen #refilling Available in #Nashik Maharashtra 
 
 Yash Udyog 
 Contact Number: 9922089271
 arrange cylinder by yourself","[{'text': 'Oxygen', 'indices': [47, 54]}, {'text': 'refilling', 'indices': [55, 65]}, {'text': 'Nashik', 'indices': [79, 86]}]"
globalodia,2021-05-04 13:34:42,"Verified at 5:29pm on 4/05/21
#Oxygen #refilling Available in #Nashik Maharashtra 
 
 Yash Udyog 
 Contact Number: 9922089271
 arrange cylinder by yourself","[{'text': 'Oxygen', 'indices': [47, 54]}, {'text': 'refilling', 'indices': [55, 65]}, {'text': 'Nashik', 'indices': [79, 86]}]"
quantum_phy,2021-05-04 13:33:48,"Verified at 5:29pm on 4/05/21
#Oxygen #refilling Available in #Nashik Maharashtra 
 
 Yash Udyog 
 Contact Number: 9922089271
 arrange cylinder by yourself","[{'text': 'Oxygen', 'indices': [47, 54]}, {'text': 'refilling', 'indices': [55, 65]}, {'text': 'Nashik', 'indices': [79, 86]}]"
abhaynath25,2021-05-04 13:33:11,"Verified at 5:29pm on 4/05/21
#Oxygen #refilling Available in #Nashik Maharashtra 
 
 Yash Udyog 
 Contact Number: 9922089271
 arrange cylinder by yourself","[{'text': 'Oxygen', 'indices': [30, 37]}, {'text': 'refilling', 'indices': [38, 48]}, {'text': 'Nashik', 'indices': [62, 69]}]"
SocialTrying,2021-05-04 12:55:13,"Verified at 5:29pm on 4/05/21
Oxygen Refilling Available in Nashik Maharashtra 
 
 Yash Udyog 
 Contact Number: 9922089271
 arrange cylinder by yourself

Subject to Availability depends on demand

#COVIDEmergencyIndia 
Rt 🔁",[]
jamshedahmad17,2021-05-04 12:50:38,"Verified at 5:29pm on 4/05/21
Oxygen Refilling Available in Nashik Maharashtra 
 
 Yash Udyog 
 Contact Number: 9922089271
 arrange cylinder by yourself

Subject to Availability depends on demand

#COVIDEmergencyIndia 
Rt 🔁",[]
mist_elf,2021-05-04 12:06:32,"Verified at 5:29pm on 4/05/21
Oxygen Refilling Available in Nashik Maharashtra 
 
 Yash Udyog 
 Contact Number: 9922089271
 arrange cylinder by yourself

Subject to Availability depends on demand

#COVIDEmergencyIndia 
Rt 🔁","[{'text': 'COVIDEmergencyIndia', 'indices': [197, 217]}]"
KingSlayer_Rule,2021-05-04 06:41:19,"#CovidEmergency2021 #Covid #COVIDEmergency

#Verified #VentilatorBeds #Beds #Nashik #CovidHelp

Need leads for Hospitals in Nashik having 'Vacant ICU Beds With Ventilator'.","[{'text': 'CovidEmergency2021', 'indices': [18, 37]}, {'text': 'Covid', 'indices': [38, 44]}, {'text': 'COVIDEmergency', 'indices': [45, 60]}, {'text': 'Verified', 'indices': [62, 71]}, {'text': 'VentilatorBeds', 'indices': [72, 87]}, {'text': 'Beds', 'indices': [88, 93]}, {'text': 'Nashik', 'indices': [94, 101]}, {'text': 'CovidHelp', 'indices': [102, 112]}]"
Peeyush88857953,2021-05-04 05:45:33,"#CovidEmergency2021 #Covid #COVIDEmergency

#Verified #VentilatorBeds #Beds #Nashik #CovidHelp

Need leads for Hospitals in Nashik having 'Vacant ICU Beds With Ventilator'.","[{'text': 'CovidEmergency2021', 'indices': [18, 37]}, {'text': 'Covid', 'indices': [38, 44]}, {'text': 'COVIDEmergency', 'indices': [45, 60]}, {'text': 'Verified', 'indices': [62, 71]}, {'text': 'VentilatorBeds', 'indices': [72, 87]}, {'text': 'Beds', 'indices': [88, 93]}, {'text': 'Nashik', 'indices': [94, 101]}, {'text': 'CovidHelp', 'indices': [102, 112]}]"
WeAreNashik,2021-05-04 02:39:15,"#CovidEmergency2021 #Covid #COVIDEmergency

#Verified #VentilatorBeds #Beds #Nashik #CovidHelp

Need leads for Hospitals in Nashik having 'Vacant ICU Beds With Ventilator'.","[{'text': 'CovidEmergency2021', 'indices': [18, 37]}, {'text': 'Covid', 'indices': [38, 44]}, {'text': 'COVIDEmergency', 'indices': [45, 60]}, {'text': 'Verified', 'indices': [62, 71]}, {'text': 'VentilatorBeds', 'indices': [72, 87]}, {'text': 'Beds', 'indices': [88, 93]}, {'text': 'Nashik', 'indices': [94, 101]}, {'text': 'CovidHelp', 'indices': [102, 112]}]"
